;DEPENDANTS;CHILD_TOTAL;PERSONAL_INCOME;LOAN_NUM_TOTAL;LOAN_NUM_CLOSED;GENDER;SOCSTATUS_WORK_FL;SOCSTATUS_PENS_FL;AGE;AGREEMENT_RK;TARGET
3062;0;2;18000.0;1;0;1;1;0;44;63595949;0
3063;0;0;11000.0;1;0;1;1;0;22;61358067;0
3064;1;1;22000.0;1;1;0;1;0;23;61450396;0
3065;1;1;30000.0;1;1;0;1;0;27;62491651;0
3066;1;1;10000.0;1;1;1;1;0;24;65401636;0
3067;0;1;8000.0;1;0;1;1;0;41;64827732;0
3068;0;3;6500.0;1;0;1;0;1;60;62373697;0
3069;1;1;11000.0;2;1;0;1;0;27;63373691;0
3070;0;0;5000.0;1;1;1;1;0;46;61381031;0
3071;2;2;15000.0;4;4;0;1;0;30;67094368;0
3072;3;3;10000.0;1;0;1;1;0;35;63595309;0
3073;1;1;30000.0;1;0;0;1;0;49;67443656;0
3074;2;2;11000.0;8;8;0;1;0;31;74986993;1
3075;1;1;25000.0;3;1;0;1;0;26;75002805;0
3076;0;1;10000.0;2;1;1;1;0;57;72274525;0
3077;0;0;5000.0;1;0;0;0;1;37;65210460;0
3078;2;2;14000.0;1;0;1;1;1;34;74817342;0
3079;0;3;16000.0;1;1;1;1;0;59;66746045;0
3080;0;1;6700.0;1;0;0;0;1;54;62146901;0
3081;0;0;10000.0;1;1;0;1;0;53;61145291;0
3082;0;1;4500.0;1;0;1;1;0;51;62999098;0
3083;1;1;5000.0;1;1;1;1;0;48;60468052;0
3084;0;2;12000.0;1;1;1;1;1;57;61290837;0
3085;0;1;17000.0;1;1;0;1;0;54;75027940;0
3086;0;2;9000.0;1;1;1;1;0;64;66705231;0
3087;0;3;8000.0;1;0;1;1;0;42;61116566;0
3088;0;3;6000.0;3;3;0;0;1;62;75015027;0
3089;1;1;10800.0;1;0;1;1;0;32;61842650;0
3090;1;1;23000.0;1;1;0;1;0;23;61973796;0
3091;0;1;22000.0;1;0;1;1;0;54;64915176;0
3092;2;2;50000.0;1;0;0;1;0;38;62075219;0
3093;0;0;15000.0;3;3;1;1;0;53;74477559;0
3094;2;2;9000.0;1;1;1;1;0;37;59924239;0
3095;2;2;11000.0;2;2;1;1;0;35;66849074;0
3096;0;0;30000.0;1;0;0;1;0;27;62590486;0
3097;0;2;19000.0;1;0;1;1;0;55;63892694;0
3098;2;2;12000.0;1;0;1;1;0;32;65221932;0
3099;0;0;10000.0;1;1;1;1;0;25;65488209;0
3100;0;0;7000.0;1;1;1;1;0;44;74037707;0
3101;1;1;15000.0;1;0;1;1;0;23;63598728;0
3102;0;2;8000.0;1;1;0;1;0;55;62506890;0
3103;1;1;8000.0;3;3;0;1;0;27;67067409;0
3104;2;2;15000.0;1;0;1;1;0;40;61383239;0
3105;1;1;4000.0;3;3;1;1;0;37;74247226;0
3106;2;2;10000.0;2;2;1;1;0;37;74661568;0
3107;1;1;20000.0;2;1;1;1;0;36;63326862;0
3108;2;2;18000.0;2;2;0;1;0;32;74479805;1
3109;0;1;7300.0;1;0;0;0;1;63;64359569;0
3110;0;0;9000.0;1;0;1;0;1;59;61527228;0
3111;0;0;11500.0;3;3;1;1;0;33;74661582;0
3112;0;1;7000.0;1;1;0;1;0;47;60061364;0
3113;1;1;9000.0;1;1;1;1;0;24;66157715;0
3114;0;0;8000.0;2;2;0;1;0;53;66330037;0
3115;2;2;10000.0;2;0;0;1;0;33;61375199;0
3116;1;1;5000.0;1;1;0;1;0;32;66907810;0
3117;1;1;14000.0;1;0;1;1;1;52;64550915;0
3118;2;2;9000.0;1;0;1;1;0;35;67436983;0
3119;0;0;18000.0;1;0;1;1;0;42;61470586;0
3120;0;0;35000.0;1;0;1;1;0;28;62236267;0
3121;0;2;7000.0;1;0;1;1;0;48;60040178;0
3122;0;0;20000.0;1;1;1;1;0;25;66084093;0
3123;0;0;5000.0;1;0;0;0;1;57;64849238;0
3124;0;2;7000.0;1;1;0;1;0;40;61522129;0
3125;1;1;7500.0;1;0;1;1;0;47;72294963;0
3126;1;2;25000.0;1;1;1;0;1;54;74544477;0
3127;0;0;13000.0;1;0;0;0;1;64;66916358;0
3128;0;1;3700.0;1;0;1;0;1;56;61963166;0
3129;0;2;5000.0;2;2;1;1;0;51;66668201;0
3130;1;2;7000.0;1;0;1;1;0;47;62438322;0
3131;0;0;7600.0;2;1;1;1;0;36;67324354;0
3132;0;3;5000.0;1;0;1;1;1;59;61234254;0
3133;0;0;5000.0;1;0;0;1;0;24;64339860;1
3134;0;0;9000.0;1;1;0;1;0;28;62607808;0
3135;1;1;10000.0;1;0;1;1;0;41;61155659;0
3136;2;2;13000.0;1;0;1;1;0;29;63091436;0
3137;0;0;8000.0;1;0;1;0;1;57;66887013;0
3138;0;1;14000.0;1;0;1;1;0;46;63322039;0
3139;0;0;10000.0;4;4;1;1;0;43;67022544;0
3140;1;1;8000.0;2;1;1;1;0;34;74653638;0
3141;2;2;9500.0;1;0;0;1;0;52;61256344;0
3142;1;1;30000.0;1;0;0;1;0;40;62131692;0
3143;1;2;20000.0;1;1;1;1;0;53;65230549;0
3144;2;2;18000.0;1;0;0;1;0;34;64333662;0
3145;0;0;9000.0;1;1;1;1;0;24;65417477;0
3146;0;2;40000.0;1;0;0;1;0;55;59977061;1
3147;1;1;11000.0;1;0;0;1;0;27;62988922;0
3148;2;2;20000.0;1;0;0;1;0;39;62390427;1
3149;0;3;13000.0;1;0;1;0;1;63;62771158;0
3150;0;2;3000.0;1;0;1;0;1;60;62088138;0
3151;1;1;12000.0;1;1;0;1;0;24;61962279;0
3152;0;0;13000.0;1;0;0;1;0;28;73832846;0
3153;0;1;15000.0;2;2;0;1;0;60;67208283;0
3154;1;1;55000.0;1;1;0;1;0;32;61080487;0
3155;0;0;20000.0;5;5;1;1;0;47;67164928;0
3156;1;1;6000.0;3;2;1;1;0;30;74645567;0
3157;1;1;15000.0;2;2;0;1;0;41;66592504;0
3158;1;1;18000.0;1;0;1;1;0;30;62993605;0
3159;0;2;5300.0;1;0;1;1;0;49;60390981;0
3160;1;2;7000.0;2;1;1;1;0;45;75278529;0
3161;0;0;11500.0;1;0;0;1;0;22;63313251;0
3162;0;0;15000.0;1;0;1;1;0;45;74843702;0
3163;0;2;15000.0;1;0;1;1;0;61;62018941;0
3164;0;0;12000.0;1;1;0;1;0;30;64887054;0
3165;0;2;15000.0;1;1;1;0;1;54;66700816;0
3166;0;0;15000.0;1;0;0;1;0;45;62801817;0
3167;0;0;8000.0;1;1;1;0;1;63;74557410;0
3168;0;2;15000.0;1;1;0;1;0;53;64600792;0
3169;0;0;25000.0;1;0;0;1;0;26;64447643;0
3170;0;0;15000.0;1;1;1;1;0;23;66191336;1
3171;1;1;8000.0;1;0;1;1;0;30;61378478;0
3172;0;0;8000.0;1;0;1;1;0;37;60390985;0
3173;0;0;12000.0;1;0;1;1;0;42;60084438;1
3174;1;1;9500.0;1;0;1;1;0;30;64561545;0
3175;1;2;30000.0;1;0;1;1;0;44;64894476;1
3176;0;0;18000.0;1;0;1;1;0;30;61248476;0
3177;0;0;15000.0;2;2;0;1;0;38;66774264;0
3178;0;1;8000.0;1;0;1;1;0;50;62130396;0
3179;0;0;35000.0;1;0;0;1;0;29;64466314;0
3180;2;2;9000.0;1;1;1;1;0;37;61429524;0
3181;0;2;30000.0;1;0;0;1;0;50;61365357;0
3182;0;0;15000.0;2;2;1;1;0;31;66777372;0
3183;0;2;6000.0;2;2;1;1;1;58;61436485;0
3184;0;2;20000.0;1;0;1;1;0;44;62593254;0
3185;0;1;24000.0;1;0;1;1;1;60;63902034;0
3186;1;1;15000.0;1;0;1;1;0;27;61518872;0
3187;1;1;16000.0;1;1;1;1;0;26;66076785;0
3188;2;2;4500.0;2;2;1;1;0;37;66655590;0
3189;0;0;18000.0;1;0;1;1;0;23;67424785;1
3190;0;0;20000.0;2;1;0;1;0;50;67149668;1
3191;0;0;8500.0;4;4;1;1;0;25;66317956;0
3192;0;1;10000.0;1;1;0;1;0;26;61227562;0
3193;0;0;5000.0;1;1;1;0;1;58;74251774;0
3194;2;2;12000.0;1;0;1;1;0;36;62986816;0
3195;2;2;13000.0;1;0;1;1;0;42;62589321;0
3196;0;0;9000.0;1;0;1;1;0;46;61294713;0
3197;1;1;9000.0;1;0;1;1;0;26;66905853;1
3198;0;1;10000.0;1;0;0;1;0;41;64465892;0
3199;1;1;15000.0;1;1;1;1;0;28;67171988;1
3200;0;0;13000.0;2;1;1;1;0;53;75021562;1
3201;1;4;5000.0;1;0;1;1;0;49;61838970;0
3202;0;1;15000.0;2;1;1;1;0;51;67432793;0
3203;4;4;17000.0;1;0;1;1;0;34;64570071;0
3204;1;1;10000.0;2;2;1;1;0;36;66322097;0
3205;2;2;7800.0;1;0;1;1;0;26;66900084;0
3206;0;0;13000.0;2;2;1;1;0;59;67145849;1
3207;2;2;7000.0;1;1;1;1;0;35;61081064;0
3208;0;0;40000.0;1;1;0;1;0;37;61109941;0
3209;0;2;22000.0;2;2;0;1;0;43;66713195;0
3210;0;0;4500.0;1;1;1;1;0;26;65500395;0
3211;1;1;7000.0;1;0;1;1;0;30;65201568;0
3212;1;1;7500.0;1;1;1;1;0;26;64584153;1
3213;0;0;24000.0;1;0;0;1;1;58;61853900;0
3214;1;3;12500.0;2;1;0;1;0;36;67432259;0
3215;1;1;25000.0;1;1;0;1;0;35;75071526;1
3216;0;0;8000.0;2;2;1;1;0;24;65395814;0
3217;0;2;15000.0;1;0;1;1;1;54;62800911;0
3218;2;2;7000.0;1;0;1;1;0;27;74176800;0
3219;0;0;13450.0;1;0;0;1;0;26;64440370;0
3220;1;1;9000.0;1;1;1;1;0;43;59937023;0
3221;2;2;10000.0;1;1;0;1;0;33;61871427;1
3222;1;1;17000.0;1;0;1;1;0;35;75216525;0
3223;0;0;6500.0;1;0;1;1;0;50;64914098;0
3224;2;2;8600.0;1;1;1;1;0;30;61106820;1
3225;1;1;12000.0;2;1;0;1;0;33;62251242;0
3226;2;2;13000.0;1;0;1;1;0;42;60454277;0
3227;0;0;16000.0;1;0;1;1;0;23;61291354;0
3228;1;1;12000.0;1;0;1;1;0;39;61448884;0
3229;2;2;11000.0;2;2;1;1;0;39;66756862;0
3230;1;1;21000.0;2;2;0;1;0;33;66717008;0
3231;0;1;12300.0;1;0;1;0;1;58;62244541;0
3232;1;1;10000.0;1;0;0;1;0;45;65205986;0
3233;0;0;11000.0;1;1;1;1;0;44;61367177;0
3234;1;1;7000.0;1;1;1;1;0;33;74190325;0
3235;0;0;8000.0;1;0;1;1;0;44;60097303;0
3236;1;1;9000.0;1;0;0;1;0;33;60091889;1
3237;1;1;7000.0;1;1;1;1;0;22;66073752;0
3238;1;1;12000.0;1;1;1;1;0;27;64276380;0
3239;1;1;15000.0;3;1;1;1;0;25;61458379;0
3240;0;2;25000.0;2;2;1;1;0;62;66707088;0
3241;0;0;15000.0;1;0;1;1;0;46;67434519;0
3242;1;1;23000.0;4;4;1;1;0;46;74828461;0
3243;2;2;30000.0;1;1;0;1;0;37;61102556;0
3244;1;1;10000.0;1;1;1;1;0;50;61415846;0
3245;1;1;20000.0;1;1;0;1;0;47;60464642;0
3246;0;2;11000.0;1;0;1;1;0;42;65225362;0
3247;0;0;12000.0;1;0;1;0;1;52;67218282;0
3248;1;1;30000.0;1;0;1;1;0;31;60391760;0
3249;2;2;12000.0;4;4;0;1;0;37;66748684;0
3250;0;0;4900.0;1;0;1;0;1;63;60396642;0
3251;2;2;10000.0;1;0;1;1;0;33;67544974;0
3252;0;0;10000.0;1;0;1;1;0;27;62171875;0
3253;2;2;10600.0;1;0;0;1;0;40;62938610;0
3254;2;2;35000.0;1;0;0;1;0;41;62234593;0
3255;0;0;30000.0;1;0;1;1;0;28;74021383;1
3256;2;2;15000.0;1;0;0;1;0;28;62250095;0
3257;1;1;15000.0;1;0;1;1;0;38;62770964;0
3258;2;2;10000.0;1;0;1;1;0;35;66979319;0
3259;0;0;10000.0;1;1;1;1;0;28;66894170;0
3260;0;5;16000.0;1;1;0;1;0;51;62482423;0
3261;0;2;8000.0;1;0;1;0;1;61;63891518;0
3262;3;3;7000.0;5;4;1;1;0;40;74185686;1
3263;0;0;4300.0;1;0;1;0;1;58;62614766;0
3264;1;4;16800.0;1;0;1;1;1;54;73850835;1
3265;0;1;10000.0;2;2;0;1;0;42;66412142;0
3266;1;0;20000.0;1;0;0;1;0;42;63093534;0
3267;2;2;15000.0;3;2;0;1;0;35;74481186;1
3268;0;0;7000.0;4;4;1;1;0;37;66658466;0
3269;0;0;17000.0;1;0;1;1;0;27;63091429;0
3270;0;0;11000.0;1;0;1;1;0;52;61519635;0
3271;0;0;9000.0;3;3;1;1;1;57;67174957;0
3272;0;0;10000.0;1;0;1;1;0;31;67542872;0
3273;1;1;4300.0;1;1;1;1;0;32;66838366;1
3274;0;0;92000.0;1;0;1;1;0;50;74272604;0
3275;3;3;10000.0;1;0;1;1;0;34;65202741;1
3276;0;0;15000.0;1;1;1;1;0;24;75026462;0
3277;0;0;8500.0;1;0;1;1;0;52;67226497;0
3278;1;1;10000.0;1;1;1;1;0;27;63312792;1
3279;0;0;13000.0;3;3;0;1;0;31;66660201;0
3280;2;2;27000.0;1;0;1;1;0;35;64909916;0
3281;1;1;13000.0;1;0;1;1;0;31;61415905;0
3282;0;1;6000.0;1;0;1;1;0;43;67534827;0
3283;0;0;14000.0;1;1;1;1;0;53;62482848;0
3284;0;0;9000.0;1;1;0;1;0;26;61290817;0
3285;1;1;9000.0;2;2;1;1;0;30;66433331;0
3286;0;0;8000.0;5;4;1;1;0;40;66713192;0
3287;0;2;4950.0;1;0;0;0;1;55;62144142;1
3288;1;1;15000.0;2;2;0;1;0;29;66895138;0
3289;1;1;10000.0;2;2;0;1;0;36;74953277;0
3290;0;2;5200.0;1;0;1;1;0;49;64366466;0
3291;0;0;10000.0;1;0;1;0;1;64;61834257;0
3292;2;2;9000.0;1;1;1;1;0;35;66078109;0
3293;2;2;9500.0;2;1;0;1;0;25;66962216;1
3294;1;2;18000.0;1;0;0;1;0;49;62808192;1
3295;1;1;8000.0;1;1;1;1;0;43;59927690;0
3296;0;0;7000.0;1;1;1;0;1;61;61853742;0
3297;0;0;12500.0;2;2;1;1;0;56;67097069;0
3298;1;1;12000.0;1;0;1;1;0;31;72294021;0
3299;0;2;10000.0;1;0;1;1;1;58;60394328;0
3300;2;2;6500.0;1;0;1;1;0;28;61958203;0
3301;0;0;9000.0;1;0;0;0;1;58;65218025;0
3302;0;0;12000.0;1;1;1;0;1;63;74550092;0
3303;0;0;4500.0;1;0;1;1;0;27;62016178;0
3304;1;1;8000.0;1;0;1;1;0;35;59968635;0
3305;1;1;22000.0;1;1;1;1;0;36;74649985;0
3306;1;1;11000.0;4;4;1;1;0;32;66665738;0
3307;0;0;15000.0;4;4;0;1;0;30;66432306;0
3308;1;1;10000.0;1;1;0;1;0;26;63637235;0
3309;2;2;15000.0;3;3;0;1;0;30;67097062;1
3310;1;1;8000.0;1;1;1;1;0;44;67020954;0
3311;0;0;20000.0;2;2;1;1;0;28;61918478;0
3312;2;1;25000.0;1;1;0;1;0;33;61378249;0
3313;0;1;20000.0;1;1;0;1;0;50;66774155;0
3314;0;0;35000.0;1;1;1;1;0;48;67007555;0
3315;0;2;13000.0;1;0;0;1;0;57;62374011;0
3316;0;1;6000.0;1;0;1;0;1;54;61160598;0
3317;0;2;11000.0;1;0;0;1;0;47;72288914;0
3318;1;1;12000.0;1;0;1;1;0;39;62128180;0
3319;1;1;30000.0;1;0;1;1;0;36;62370541;0
3320;0;2;8000.0;2;2;1;0;1;53;74663774;0
3321;1;1;26000.0;1;0;0;1;0;29;63602610;1
3322;0;0;16000.0;2;1;0;1;0;30;61443412;0
3323;0;0;6000.0;1;0;0;0;1;60;61382320;0
3324;1;4;5000.0;1;1;1;1;0;44;63998529;0
3325;1;1;5000.0;1;0;1;1;0;47;60388521;0
3326;1;1;11000.0;1;0;1;1;0;47;60105793;1
3327;0;0;5800.0;1;1;1;0;1;61;75014959;0
3328;0;0;13000.0;1;0;0;1;0;28;62165589;0
3329;2;2;25000.0;2;2;1;1;0;33;67092863;0
3330;0;0;13000.0;1;0;1;1;0;44;74819278;0
3331;0;0;9000.0;2;2;1;0;1;62;66325380;0
3332;0;0;10000.0;1;0;1;1;0;52;72281249;0
3333;2;2;10000.0;1;0;1;1;0;34;61382549;0
3334;0;2;6700.0;1;1;1;0;1;65;74945814;0
3335;2;2;6000.0;1;1;1;1;0;31;61127169;0
3336;0;1;11500.0;1;0;0;1;0;60;61845642;0
3337;1;1;15000.0;1;1;1;1;0;32;61316510;0
3338;0;0;6000.0;1;0;1;1;0;53;63333939;0
3339;0;2;16000.0;1;1;1;1;0;46;61105035;0
3340;1;1;15000.0;4;4;0;1;0;44;67085025;0
3341;2;2;10000.0;1;0;1;1;0;37;67202062;0
3342;1;1;8000.0;1;0;1;1;0;36;66195187;0
3343;0;2;5000.0;1;1;0;0;1;63;59923557;0
3344;0;0;15000.0;1;0;0;1;0;35;75072009;0
3345;0;2;19000.0;1;0;1;1;0;53;63905239;0
3346;0;2;20000.0;1;0;1;0;1;53;62375499;0
3347;0;1;10000.0;1;0;1;1;0;55;63603818;0
3348;2;2;9000.0;1;0;0;1;0;32;67526748;1
3349;0;0;18000.0;1;0;1;1;0;35;61231074;0
3350;0;2;12000.0;1;0;0;0;1;53;60446112;0
3351;1;1;11000.0;2;2;1;1;0;34;66658379;0
3352;0;1;10000.0;1;0;1;1;0;53;62178372;0
3353;0;1;22000.0;2;2;1;1;1;60;67027135;0
3354;0;2;5000.0;3;3;1;1;0;48;74192378;0
3355;1;1;10000.0;1;1;1;1;0;35;61938012;0
3356;0;1;10000.0;2;2;1;1;0;45;66589706;0
3357;1;1;15000.0;1;0;0;1;0;27;62994215;0
3358;0;0;14000.0;1;0;1;1;0;51;61968716;0
3359;0;0;9000.0;1;0;1;1;0;33;73815822;0
3360;0;0;20000.0;2;2;0;1;0;29;67140159;0
3361;1;1;26000.0;3;3;0;1;0;28;67170553;0
3362;1;2;20000.0;1;0;1;1;0;54;61253040;0
3363;1;1;8000.0;1;1;1;1;0;21;65486914;0
3364;0;0;9000.0;1;0;1;1;1;61;65225246;0
3365;0;0;15000.0;1;1;0;1;0;52;67010150;0
3366;0;0;4500.0;1;0;1;0;1;58;62081110;0
3367;0;2;10000.0;2;2;1;1;1;64;75277576;0
3368;1;1;17000.0;1;1;0;1;0;48;64587065;0
3369;1;2;30000.0;1;0;1;1;0;43;62034368;0
3370;0;0;18000.0;1;0;0;1;1;58;60109641;0
3371;0;0;15000.0;1;0;1;0;1;62;62432900;0
3372;0;1;6800.0;1;0;1;0;1;56;64906247;0
3373;0;0;10000.0;3;3;1;1;0;32;60474698;0
3374;0;2;7500.0;1;1;1;0;1;52;62595498;0
3375;0;0;7000.0;1;0;1;1;0;53;62437950;0
3376;1;1;8000.0;1;0;1;1;0;32;66907231;0
3377;1;1;9000.0;1;0;1;1;0;50;61964930;0
3378;2;2;19000.0;1;0;1;1;0;23;66188637;0
3379;0;0;10000.0;1;0;1;0;1;58;60098419;0
3380;0;2;10400.0;2;2;1;0;1;62;67145055;0
3381;2;2;5000.0;1;1;1;1;0;26;65497180;0
3382;0;2;14000.0;2;1;1;1;1;57;75015777;0
3383;0;0;8000.0;2;1;1;1;0;23;62247210;0
3384;2;2;6000.0;1;1;1;1;0;44;61122212;0
3385;0;0;23000.0;1;0;0;1;0;47;74825183;1
3386;0;3;5800.0;2;1;1;0;1;59;74168801;0
3387;1;1;10000.0;1;0;1;1;0;26;66194750;0
3388;1;1;6200.0;2;1;1;1;0;33;66968703;0
3389;0;2;21000.0;1;0;1;1;1;55;60392514;0
3390;0;1;15000.0;1;0;1;1;0;42;60387308;0
3391;1;0;25000.0;1;0;0;1;0;41;66698229;1
3392;0;1;14000.0;2;2;1;1;0;36;66770460;0
3393;1;1;7500.0;1;0;1;1;0;51;61355991;0
3394;1;1;15000.0;1;0;1;1;0;38;64463995;0
3395;0;2;15000.0;1;0;1;1;0;52;67445964;0
3396;1;1;10000.0;3;2;1;1;0;39;67324041;1
3397;0;1;10000.0;1;0;1;1;0;39;66925328;0
3398;0;1;11000.0;2;0;1;1;0;44;75211368;0
3399;2;2;25000.0;1;0;1;1;0;33;64913624;0
3400;0;3;15000.0;1;0;0;1;0;54;74984593;0
3401;3;3;24000.0;1;1;1;1;0;37;74957218;0
3402;1;2;15000.0;2;2;1;1;0;48;66850940;0
3403;1;1;7000.0;1;1;1;1;0;43;61526771;0
3404;0;0;12000.0;1;0;0;1;0;31;62146485;0
3405;0;0;7000.0;1;1;0;1;0;44;61958239;0
3406;1;3;12000.0;1;0;0;1;0;43;60059809;0
3407;1;1;10000.0;1;1;1;1;0;32;74962556;0
3408;1;3;7000.0;1;1;1;1;0;49;74193353;0
3409;0;1;36000.0;1;1;1;1;0;39;61932650;0
3410;1;1;7000.0;1;1;1;1;0;27;62263880;0
3411;1;1;15000.0;1;0;0;1;0;42;64468326;0
3412;0;0;11000.0;1;1;1;1;0;41;66757319;0
3413;0;2;9000.0;1;0;1;1;0;47;62089620;0
3414;2;2;8000.0;1;0;1;1;0;29;64899434;0
3415;2;3;15000.0;2;0;0;1;0;40;62261225;1
3416;1;1;23000.0;1;0;1;1;0;29;67224957;0
3417;3;1;17000.0;1;0;0;1;0;39;61243125;0
3418;0;0;10000.0;1;0;0;1;0;51;62183041;0
3419;2;2;8000.0;1;0;1;1;0;39;61290481;0
3420;1;1;10000.0;1;1;1;1;0;28;62496555;1
3421;2;2;20000.0;3;2;0;1;0;25;66775080;0
3422;0;1;8000.0;1;0;1;1;0;39;65200707;0
3423;1;1;12000.0;1;0;1;1;0;32;61841614;0
3424;0;2;15000.0;1;0;1;1;0;47;66196827;0
3425;0;0;7000.0;1;0;1;1;0;31;61532595;0
3426;1;1;6000.0;1;0;1;1;0;27;63919927;0
3427;0;0;12000.0;3;3;1;1;0;23;65413850;0
3428;0;3;4330.0;1;1;0;1;0;54;74949236;1
3429;0;2;12000.0;1;0;1;1;0;50;60107768;0
3430;0;2;15000.0;1;0;0;1;0;53;66191302;0
3431;1;1;20000.0;1;1;0;1;0;29;61372165;0
3432;0;0;8000.0;1;1;1;1;0;50;61955559;0
3433;3;3;20000.0;2;1;0;1;0;34;62246131;0
3434;1;1;15000.0;1;0;1;1;0;32;64911884;0
3435;0;2;18000.0;1;0;1;1;0;54;64367137;0
3436;1;1;15000.0;1;0;0;1;0;23;60454793;0
3437;1;1;6000.0;1;1;1;1;0;50;74543967;0
3438;1;1;15000.0;1;0;1;1;0;26;66927744;0
3439;0;0;19000.0;1;0;0;1;0;47;64845138;0
3440;0;3;9000.0;1;0;1;1;0;45;66193667;0
3441;1;1;20000.0;1;0;1;1;0;48;61855175;0
3442;2;2;25000.0;1;0;0;1;0;38;64834181;0
3443;1;2;13000.0;1;0;1;1;0;47;73846507;0
3444;0;0;23000.0;1;1;0;1;0;25;61128088;0
3445;0;1;8000.0;1;0;1;0;1;66;62095178;0
3446;1;6;18700.0;6;5;1;1;1;56;74641291;0
3447;0;0;15000.0;1;1;1;1;0;47;62484819;1
3448;0;0;8200.0;2;2;1;1;0;45;61461238;0
3449;1;2;17000.0;1;0;1;1;0;42;63895584;0
3450;1;1;17000.0;1;1;0;1;0;34;67174881;0
3451;0;1;8000.0;1;1;1;1;0;53;62485450;0
3452;1;1;8000.0;1;0;1;1;0;34;66889217;0
3453;0;2;8000.0;1;0;1;1;0;46;64443431;0
3454;0;2;6500.0;1;0;1;0;1;58;60115444;0
3455;0;0;11000.0;1;0;0;1;0;22;64445857;0
3456;2;2;20000.0;1;1;0;1;0;38;61353451;0
3457;2;1;18600.0;1;0;0;1;0;37;60101751;0
3458;2;2;4000.0;1;0;1;1;0;30;64566381;0
3459;2;1;8000.0;1;0;0;1;0;30;62235172;0
3460;2;2;14000.0;2;1;0;1;0;36;73849233;0
3461;2;2;9300.0;7;6;1;1;0;34;66740885;0
3462;0;1;18000.0;1;0;0;1;0;51;63314566;0
3463;0;1;8000.0;1;0;1;1;0;49;67540917;0
3464;0;1;15000.0;1;1;1;1;0;55;74644858;0
3465;0;0;45000.0;1;1;0;1;0;64;61132098;0
3466;0;0;8300.0;1;0;1;1;0;24;73820306;0
3467;0;1;6000.0;1;0;1;1;0;50;63314238;0
3468;1;1;11000.0;1;0;1;1;0;42;61352559;0
3469;1;1;9500.0;1;0;1;1;0;27;63601316;0
3470;3;3;18000.0;1;0;1;1;0;33;62081311;0
3471;0;3;10000.0;1;0;1;1;0;38;64467669;1
3472;1;1;5000.0;1;0;1;1;0;32;62609227;0
3473;3;3;7000.0;1;0;0;1;0;41;62015695;0
3474;0;0;15000.0;1;0;1;1;0;47;64829768;0
3475;0;0;8000.0;1;0;1;1;0;22;66889336;0
3476;0;0;7000.0;2;2;1;0;1;64;65384764;0
3477;0;0;25000.0;1;0;1;1;0;26;64367257;1
3478;0;0;10000.0;1;0;1;1;0;47;64911501;0
3479;0;1;8000.0;1;1;1;0;1;58;64563745;0
3480;1;1;10000.0;1;0;0;1;0;37;60053884;0
3481;1;1;7000.0;1;0;0;1;0;52;61849208;0
3482;0;1;25000.0;1;0;1;1;0;54;74831270;0
3483;0;2;5000.0;1;1;1;1;0;49;59915134;0
3484;1;1;50000.0;1;0;0;1;0;47;61164336;0
3485;1;1;15000.0;1;1;1;1;0;41;67326596;0
3486;0;1;6200.0;1;0;0;0;1;63;62369521;0
3487;0;2;15000.0;2;1;0;1;0;55;67083257;0
3488;0;0;5000.0;1;0;1;1;0;49;61116200;0
3489;0;0;17000.0;1;0;1;1;0;25;67335359;0
3490;0;0;9200.0;1;1;1;1;0;28;62595861;0
3491;1;1;11000.0;1;0;0;1;0;28;63588418;0
3492;3;3;18200.0;1;0;1;1;0;41;75073568;0
3493;1;1;45000.0;1;0;0;1;0;40;61232566;0
3494;0;0;20000.0;1;0;0;1;0;34;67318921;0
3495;0;2;15000.0;1;0;1;1;0;53;61467126;0
3496;1;1;12000.0;1;0;1;1;0;31;65211196;0
3497;1;1;18000.0;1;0;1;1;0;35;62443883;0
3498;0;1;12000.0;2;1;1;0;1;58;62252590;0
3499;1;1;25000.0;1;1;0;1;0;28;61033993;0
3500;0;0;5000.0;2;2;1;1;0;49;74193651;0
3501;1;1;9000.0;1;0;1;1;0;55;74167518;1
3502;1;2;6000.0;1;0;1;1;0;36;72282907;0
3503;0;0;5500.0;1;1;0;1;0;23;59931442;0
3504;0;0;9500.0;4;4;0;1;0;34;67095411;0
3505;1;1;15000.0;1;0;1;1;0;32;64354130;0
3506;1;2;9000.0;1;0;1;1;0;37;61359122;0
3507;2;1;28000.0;1;0;0;1;0;40;67313650;0
3508;0;2;8000.0;1;0;0;1;0;55;66977489;1
3509;0;2;17000.0;1;0;1;0;1;52;62140655;0
3510;2;2;20000.0;1;0;0;1;0;36;65228837;0
3511;1;2;10000.0;2;2;0;1;0;58;74555432;0
3512;2;2;20000.0;1;0;0;1;0;35;64823677;0
3513;2;2;13000.0;1;0;1;1;0;29;63917994;0
3514;0;2;6500.0;1;0;1;0;1;55;64910863;0
3515;0;0;8000.0;1;0;0;1;0;35;61117794;0
3516;0;0;16500.0;1;1;1;1;0;23;67170920;0
3517;0;2;10000.0;2;2;1;1;0;49;61020872;0
3518;2;2;9000.0;1;0;1;1;0;32;61959317;0
3519;1;1;6000.0;1;0;1;1;0;27;61143246;0
3520;0;2;12000.0;1;0;1;1;1;57;67416196;0
3521;1;1;15000.0;1;0;0;1;1;57;62022989;0
3522;1;1;10000.0;2;1;1;1;0;25;66842010;0
3523;2;2;48000.0;1;0;1;1;0;35;62135230;0
